,news_url,title,text,source_name,date,topics,sentiment,type,news_id,rank_score
10,https://www.youtube.com/watch?v=UQWCEWi_SPo,Netflix tanks after huge subscriber miss,"Netflix tanks on earnings after it posts a huge subscriber miss. With CNBC's Melissa Lee and the Fast Money traders, Tim Seymour, Karen Finerman, David Seaburg, and Guy Adami.",CNBC Television,2018-07-15 20:00:00-04:00,[],Neutral,Video,1342,6.54
11,https://www.youtube.com/watch?v=mSxaPSrz-4M,Netflix earnings forecast for Monday,"Alan Gould of Loop Capital Markets and CNBC contributor Ed Lee of The New York Times join CNBC contributor Evan Newmark, CNBC's Sara Eisen and Mike Santoli to predict how Netflix's earnings will look on Monday.",CNBC Television,2018-07-12 20:00:00-04:00,[],Neutral,Video,1322,6.54
12,https://www.youtube.com/watch?v=9cAFPRnGZOM,Netflix breaks HBO's Emmy nomination streak,"""In the FOXlight"" host Michael Tammero on Dwayne 'The Rock' Johnson's new movie ""Skyscraper"" and Netflix' Emmy nominations.",Fox Business,2018-07-12 20:00:00-04:00,[],Neutral,Video,1300,6.49
13,https://www.youtube.com/watch?v=-n5g0vsgFsQ,UBS downgrades Netflix from buy to neutral,"This is both a short and medium-term call, says Eric Sheridan, UBS, discussing his downgrade on Netflix.",CNBC Television,2018-07-11 20:00:00-04:00,[],Neutral,Video,1283,6.54
0,https://www.youtube.com/watch?v=fPzQlmqUWtE,Netflix releases interactive episode of TV show ‘Black Mirror',Netflix will allow users to choose how an episode will develop and end as it pushes further into interactive TV. The “choose your own adventure” episode is called “Bandersnatch” and follows the tale of a young coder.,CNBC Television,2018-12-27 19:00:00-05:00,[],Neutral,Video,6929,6.54
1,https://www.youtube.com/watch?v=BO0FlrveCts,Why Netflix Is Struggling In India,"Netflix has 137 million subscribers and a majority of them are international. But the streaming giant is still struggling to break into India, the world's second-largest internet market. CNBC's Alex Sherman explains why.",CNBC Television,2018-12-10 19:00:00-05:00,[],Neutral,Video,6451,6.54
2,https://www.youtube.com/watch?v=jvPsL6tpBhU,"Netflix has an edge on Disney's streaming service, says Variety's Brent Lang",Brent Lang of Variety joins 'Power Lunch' to discuss Disney after the company released strong quarterly earnings on Thursday.,CNBC Television,2018-11-08 19:00:00-05:00,[],Neutral,Video,5474,6.54
3,https://www.youtube.com/watch?v=F0Cex3OVQrg,Competing head-to-head with Netflix is a fool's game: Barry Diller,"IAC Chairman Barry Diller on Netflix, the battle for streaming subscribers, Fox and M&amp;A in the media sector.",Fox Business,2018-11-01 20:00:00-04:00,[],Neutral,Video,5167,6.49
4,https://www.youtube.com/watch?v=oqFmpVveP-w,Netflix's ‘Stay Here' host on how to make money off short-term rentals,"“Stay Here” co-host Peter Lorimer discusses how his show helps people redesign their short-term rentals, so they can rent them out on platforms such as Airbnb.",Fox Business,2018-10-31 20:00:00-04:00,[],Neutral,Video,5083,6.49
5,https://www.youtube.com/watch?v=2SK_pOeJkEk,Netflix Wants to Raise $2 Billion for More Original Content,Netflix continues to march on in creating more original content. Can Netflix raise $2 billion for original content?,Zacks Investment Research,2018-10-21 20:00:00-04:00,[],Neutral,Video,4569,4.86
6,https://www.youtube.com/watch?v=PRRBeelXz2g,Netflix Keeps Burning Cash,"International subscribers boosted growth, but we still think the firm will have to spend heavily over time to fend off competition.",Morningstar,2018-10-18 20:00:00-04:00,[],Neutral,Video,4469,4.89
7,https://www.youtube.com/watch?v=w95KL79LsPA,"Netflix's trajectory is very strong and will continue, says media analyst",Michael Morris of Guggenheim Securities joins 'Squawk Box' to discuss Netflix's quarterly earnings and where he sees the stock going in the future.,CNBC Television,2018-10-16 20:00:00-04:00,[],Neutral,Video,4367,6.54
8,https://www.youtube.com/watch?v=wpfV4-kZux8,"Netflix will bury the competition with content spending, says RBC's Mahaney","Mark Mahaney, RBC Capital Markets, discusses Netflix's quarterly earnings and what he sees for the streaming giant.",CNBC Television,2018-10-16 20:00:00-04:00,[],Neutral,Video,4381,6.54
9,https://www.youtube.com/watch?v=b0jAim2LUVE,"Netflix needs to make money before I'd upgrade to 'buy', says analyst","Laura Martin, Needham senior analyst, discusses Netflix's quarterly earnings and what she sees for the streaming giant's valuation.",CNBC Television,2018-10-16 20:00:00-04:00,[],Neutral,Video,4399,6.54
10,https://www.youtube.com/watch?v=dk75JWegrvI,Netflix subscriber growth sends shares soaring,CNBC's Julia Boorstin reports on Netflix shares soaring after its quarterly earnings report.,CNBC Television,2018-10-16 20:00:00-04:00,[],Neutral,Video,4356,6.54
11,https://www.youtube.com/watch?v=yvCjJXvYbDs,There is no sign Netflix is going to be profitable: Gasparino,FBN's Charlie Gasparino and Deirdre Bolton on Netflix' third-quarter results and outlook.,Fox Business,2018-10-16 20:00:00-04:00,[],Neutral,Video,4393,6.49
12,https://www.youtube.com/watch?v=v0j94jFjk_4,"Cramer: Netflix is Amazon and they can spend all they want, there is no Walmart",CNBC's 'Squawk on the Street' discusses Netflix soaring after reporting its quarterly earnings.,CNBC Television,2018-10-16 20:00:00-04:00,['cramer'],Neutral,Video,4371,6.05
13,https://www.youtube.com/watch?v=Im0Wi3Bhjm0,Countdown to Netflix earnings,Cryus Mewawalla of GlobalData breaks down the big things to watch when Netflix reports.,CNBC Television,2018-10-15 20:00:00-04:00,[],Neutral,Video,4298,6.54
14,https://www.youtube.com/watch?v=e1A7OaFU3NI,Can Netflix save the FANG trade?,"Traders Joe Terranova, Stephanie Link, Jim Lebenthal and Jon Najarian discuss the impact that Netflix's earnings report could have on the rest of the market.",CNBC Television,2018-10-15 20:00:00-04:00,[],Neutral,Video,4322,6.54
15,https://www.youtube.com/watch?v=MGNumTmzwAU,Netflix surges on strong subscriber growth,"CNBC's Julia Boorstin breaks down Netflix third quarter earnings, which beat expectations.",CNBC Television,2018-10-15 20:00:00-04:00,[],Neutral,Video,4343,6.54
16,https://www.youtube.com/watch?v=CiTZXIjTVtw,Netflix upgraded to buy at Citi,"Traders Jim Lebenthal, Josh Brown and Steve Weiss are joined by Shannon Saccocia, CIO of Boston Private Wealth, to discuss Citigroup's upgrade of Netflix from neutral to buy.",CNBC Television,2018-10-11 20:00:00-04:00,[],Neutral,Video,4206,6.54
17,https://www.youtube.com/watch?v=8cxuZLL8lpk,"Goldman analyst continues to be bullish on Neftlix, cites opportunity overseas","Heath Terry, Goldman Sachs lead internet analyst, joins 'Squawk on the Street' to discuss why Goldman Sachs is bullish on Netflix.",CNBC Television,2018-10-04 20:00:00-04:00,[],Neutral,Video,3986,6.54
0,https://www.zacks.com/stock/news/368356/here-is-why-both-apple-tv%2B-disney%2B-should-bother-netflix,Here is Why Both Apple TV+ & Disney+ Should Bother Netflix,Netflix (NFLX) is facing stiff competition due to upcoming streaming services from Apple and Disney.,Zacks Investment Research,2019-04-01 08:49:00-04:00,[],Negative,Article,30865,4.86
1,https://www.zacks.com/stock/news/368399/why-netflix-nflx-could-beat-earnings-estimates-again,Why Netflix Could Beat Earnings Estimates Again,Netflix has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,Zacks Investment Research,2019-04-01 10:10:17-04:00,[],Positive,Article,30791,4.86
2,https://www.youtube.com/watch?v=_atRA67zelg,"Netflix, Amazon leading to messier breakups?",Relationship and online dating expert Dr. Jess Carbino on the complications of breaking up in an increasingly tech world.,Fox Business,2019-03-29 13:15:45-04:00,[],Neutral,Video,29794,6.49
3,https://www.zacks.com/stock/news/367555/netflix-nflx-q1-earnings-preview-international-sales-subscribers-more,"Netflix Q1 Earnings Preview: International Sales, Subscribers &amp; More","Shares of Netflix have climbed over 33% this year, but have slowed recently. This might mean that investors who bought Netflix stock on the dip right after Christmas are now waiting to see the streaming TV power's actual first quarter earnings results that are due out on April 16.",Zacks Investment Research,2019-03-29 17:24:00-04:00,[],Positive,Article,30224,4.86
4,https://www.fool.com/investing/2019/03/28/netflixs-plan-to-win-in-india-lower-prices.aspx?source=iedfolrf0000001,Netflix's Plan to Win in India: Lower Prices,"Netflix is experimenting with a low-priced, mobile-only streaming plan to better compete with Amazon and Hotstar.",The Motley Fool,2019-03-28 09:50:00-04:00,[],Positive,Article,29247,6.16
5,https://www.forbes.com/sites/greatspeculations/2019/03/26/a-closer-look-at-netflixs-valuation-2/,A Closer Look At Netflix's Valuation,"Netflix (NASDAQ: NFLX) continues to see strong growth and now has over 139 million paying subscribers in over 190 countries along with a vast range of TV shows and movies, including original series, documentaries, and feature films. In 2018, the company’s revenues increased 35% year-over-year ...",Forbes,2019-03-26 08:05:00-04:00,[],Positive,Article,28434,6.36
6,https://seekingalpha.com/article/4250954-netflix-generation-short-opportunity?source=feed,Netflix: A Once-In-A-Generation Short Opportunity,"Netflix is extremely overvalued on a price-to-sales level, especially when it is not clear who will emerge as major players in the streaming business moving forward.",Seeking Alpha,2019-03-26 00:02:23-04:00,[],Negative,Article,28520,5.11
7,https://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/vpLYAavkJhM/story.aspx,"Netflix's stock rallies, erasing previous losses after Apple announces rival streaming",Shares of Netflix Inc. rallied 1.3% toward fresh intraday highs in afternoon trade Monday.,Market Watch,2019-03-25 14:15:37-04:00,[],Positive,Article,28157,6.04
8,https://feeds.benzinga.com/~r/benzinga/~3/McxJtTQDE_o/netflix-by-the-numbers?utm_source=snapi,Netflix By The Numbers,"After holding its viewership data cards close to its chest, Netflix revealed some interesting numbers regarding some of its content.",Benzinga,2019-03-24 17:14:47-04:00,[],Positive,Article,27794,6.27
9,https://www.fool.com/investing/2019/03/23/almost-nobody-chooses-streaming-competitors-over-n.aspx?source=iedfolrf0000001,Almost Nobody Chooses Streaming Competitors Over Netflix,"Would-be ""Netflix killers"" tend to end up eating leftovers.",The Motley Fool,2019-03-23 07:16:00-04:00,[],Positive,Article,27532,6.16
10,https://www.youtube.com/watch?v=gnwYVMEAzUc,"Netflix probably has too much of a head start on Apple, says analyst","Mark Mahaney, lead internet analyst at RBC Capital Markets, joins ""Squawk on the Street"" to discuss Netflix and Apple ahead of Apple's Monday announcement where it's expected to launch a new streaming service.",CNBC Television,2019-03-22 12:32:17-04:00,[],Positive,Video,27311,6.54
11,https://www.forbes.com/sites/betsyatkins/2019/03/21/the-netflix-model-of-board-transparency-is-it-right-for-your-company/,The Netflix Model Of Board Transparency: Is It Right For Your Company?,The company that changed the way America watches TV is also turning corporate governance up a notch with a new level of board transparency.,Forbes,2019-03-21 08:35:00-04:00,[],Positive,Article,26822,6.36
12,https://www.fool.com/investing/2019/03/21/netflix-doesnt-have-to-worry-about-apple-yet.aspx?source=iedfolrf0000001,Netflix Doesn't Have to Worry About Apple -- Yet,"Apple will announce a video streaming service on Monday, but its gains won't initially come at the expense of Netflix.",The Motley Fool,2019-03-21 08:46:00-04:00,[],Positive,Article,26791,6.16
13,https://feeds.marketwatch.com/~r/marketwatch/internet/~3/PksZCrbDDJw/story.asp,Everything coming to Netflix in April — and what’s leaving,The streaming platform is has some chill-inducing features planned for the spring.,Market Watch,2019-03-21 11:42:04-04:00,[],Positive,Article,26792,6.04
14,https://seekingalpha.com/article/4250311-netflix-competition-welcome?source=feed_tag_long_ideas,Netflix: Competition Is Welcome,"Netflix is a stock I've been covering since beginning here at Seeking Alpha, and thus far, my track record has been strong.",Seeking Alpha,2019-03-21 10:03:37-04:00,[],Positive,Article,27059,5.11
15,https://www.cnbc.com/2019/03/20/netflix-releases-stranger-things-season-3-trailer.html,"Netflix drops 'Stranger Things' season 3 trailer, teasing new monster, more '80s nostaglia","The cast of ""Stranger Things"" is a little older, but it seems that they are up to their old tricks in Netflix's first official trailer for the third season of the Emmy award-winning show due out on July 4.",CNBC,2019-03-20 11:00:00-04:00,[],Positive,Article,26436,6.56
16,https://feeds.benzinga.com/~r/benzinga/~3/Dku13N8T11g/4-reasons-rbc-continues-to-love-netflixs-stock?utm_source=snapi,4 Reasons RBC Continues To Love Netflix's Stock,"Netflix, Inc. is off to another hot start to 2019, and one analyst expects that bullish momentum to continue.",Benzinga,2019-03-20 11:52:59-04:00,[],Positive,Article,26496,6.27
17,https://feeds.marketwatch.com/~r/marketwatch/internet/~3/oz0qVk3aeyE/story.asp,"Netflix just dropped the ‘Stranger Things’ Season 3 trailer, and it’s already been watched 3.1 million times",‘We’re not kids anymore’ the new ‘Stranger Things’ trailer warns.,Market Watch,2019-03-20 10:24:56-04:00,[],Positive,Article,26512,6.04
18,https://www.cnbc.com/2019/03/19/netflix-ceo-breaks-with-big-tech-saying-its-actually-a-media-company.html,"Netflix CEO breaks with big tech, says his firm is actually a media company",Netflix CEO Hastings argued that his company is more of a media company than a tech company because it spends most of its money on content.,CNBC,2019-03-19 09:15:18-04:00,['CEO'],Positive,Article,25667,6.77
19,https://www.cnbc.com/2019/03/19/netflix-says-it-will-not-join-apple-tv-service.html,Netflix says it will not join Apple TV service,"Netflix will not make its TV shows and movies available through Apple upcoming video offering, Netflix Chief Executive Reed Hastings said on Monday.",CNBC,2019-03-19 13:38:26-04:00,[],Negative,Article,26107,6.56
20,https://feeds.benzinga.com/~r/benzinga/~3/xx2V6yXv9Zw/netflix-ceo-says-company-decided-not-to-integrate-with-apple?utm_source=snapi,Netflix CEO Says Company Decided 'Not To Integrate' With Apple,"Streaming video provider Netflix, Inc. made a decision not to allow its TV shows and movies to be shown on a future rival streaming service operated by Apple Inc.",Benzinga,2019-03-19 10:41:24-04:00,['CEO'],Negative,Article,25874,6.47
21,https://www.fool.com/investing/2019/03/19/netflix-execs-welcome-competition-from-apple-while.aspx?source=iedfolrf0000001,Netflix Execs Welcome Competition From Apple While Throwing a Little Shade,"The history between the two tech companies is complicated, and it's about to get worse.",The Motley Fool,2019-03-19 15:57:59-04:00,[],Negative,Article,26178,6.16
22,https://www.cnbc.com/2019/03/15/spielberg-and-netflixs-sarandos-meet-sparking-hope-for-oscars-truce.html,"Steven Spielberg reportedly met with Netflix's Ted Sarandos, sparking hopes for an Oscars' truce","Steven Spielberg reportedly met with Netflix's Chief Content Officer Ted Sarandos earlier this week, a sign that, perhaps, these rumors of discord are just that, rumors.",CNBC,2019-03-15 15:20:43-04:00,[],Positive,Article,16917,6.56
23,https://www.fool.com/investing/2019/03/14/how-does-netflix-make-money.aspx?source=iedfolrf0000001,How Does Netflix Make Money?,"How does the streaming leader turn hits like ""Bird Box"" into actual profits?",The Motley Fool,2019-03-14 13:44:25-04:00,[],Neutral,Article,14215,6.16
24,https://www.fool.com/investing/2019/03/14/the-average-us-millennial-watches-more-netflix-tha.aspx?source=iedfolrf0000001,The Average U.S. Millennial Watches More Netflix Than TV,TV and Netflix prices are way out of alignment with how much time millennials spend watching them.,The Motley Fool,2019-03-14 14:01:10-04:00,[],Positive,Article,14250,6.16
25,https://www.zacks.com/stock/news/359606/can-netflix-end-dis-cmcsa-viabs-theater-dominance,"Can Netflix End DIS, CMCSA & VIAB's Theater Dominance?","Netflix's theater push may boost its streaming game. But it may be no match to Disney, Comcast and Viacom's popularity.",Zacks Investment Research,2019-03-14 12:35:57-04:00,[],Neutral,Article,14038,4.86
26,https://www.fool.com/investing/2019/03/10/netflix-is-killing-a-ton-of-its-own-shows-whats-go.aspx?source=iedfolrf0000001,Netflix Is Killing a Ton of Its Own Shows. What's Going On?,"A cancellation spree has taken out high-profile shows, including hit Marvel series. Why does Netflix have it in for its own programs?",The Motley Fool,2019-03-10 10:32:53-04:00,[],Negative,Article,11250,6.16
27,https://www.youtube.com/watch?v=D4q-N2MwliQ,Netflix cut to neutral at Buckingham Research,"The ""Halftime Report"" traders debate Buckingham's call that it's time to hit the sidelines on Netflix.",CNBC Television,2019-03-08 14:49:38-05:00,[],Negative,Video,10938,6.54
28,https://www.youtube.com/watch?v=EAUIZjXZ1BE,"Shares of Netflix drop today after downgrade, is this the end of the NFLX binge","Netflix chills after a downgrade as the streaming wars heat up. With CNBC's Scott Wapner and the Fast Money traders, Carter Worth, Tim Seymour, Steve Grasso and Dan Nathan.",CNBC Television,2019-03-08 19:08:01-05:00,[],Negative,Video,11008,6.54
29,https://www.youtube.com/watch?v=9RvxPRGKvf8,The bear case in Netflix,"The ""Fast Money"" traders talk about the bear case in Netflix and other streaming services.",CNBC Television,2019-03-08 19:18:13-05:00,[],Negative,Video,11017,6.54
30,https://www.forbes.com/sites/greatspeculations/2019/03/08/loss-of-licensed-content-is-an-underrated-crisis-for-netflix/,Loss of Licensed Content Is an Underrated Crisis for Netflix,"As legacy media companies pull content, Netflix could lose much of its value to consumers just as the competition heats up.",Forbes,2019-03-08 19:35:15-05:00,[],Negative,Article,11024,6.36
31,https://feedproxy.google.com/~r/BusinessRss/~3/PuXreW49q68/,"Netflix Stock Downgraded As Disney, Others Prepare To Enter Market","Netflix stock fell Friday after a Wall Street analyst removed his buy rating because of the coming competition from Walt Disney, AT&T's WarnerMedia and other looming rivals later this year.",Investors Business Daily,2019-03-08 11:12:11-05:00,[],Negative,Article,10866,6.06
32,https://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/88BEv71EHMw/story.aspx,Netflix shares fall premarket after Buckingham downgrades stock to neutral from buy,"Netflix Inc. shares fell 1.6% in premarket trade Friday, after Buckingham Research Group downgraded the stock to neutral from buy.",Market Watch,2019-03-08 09:02:16-05:00,[],Negative,Article,10809,6.04
33,https://www.youtube.com/watch?v=qJ2d_u8Jd30&t=224s,Laura Martin: Weighing Netflix worries,"Laura Martin, Needham & Co. Managing Director and Internet & Media Analyst, discusses Netflix.",CNBC Television,2019-03-04 19:00:00-05:00,[],Negative,Video,10284,6.54
34,https://www.youtube.com/watch?v=OV1_6klsCG4&t=139s,Dan Niles explains why his hedge fund shorted Netflix,"Dan Niles, AlphaOne Capital Partners' founding partner, joins ""Squawk on the Street"" via phone to discuss the why his hedge fund shorted Netflix.",CNBC Television,2019-03-04 19:00:00-05:00,[],Negative,Video,10305,6.54
35,https://www.youtube.com/watch?v=W5-GW4GPrYs,Spielberg drama heats up with Netflix over Oscar eligibility,Seana Smith and Zach Guzman of Yahoo Finance discuss Steven Spielberg's decision to push for rule changes with the Academy Awards that would take steaming films out of Oscar contention with Michelle McKinnon of Payne Capital Management.,Yahoo Finance,2019-03-04 19:00:00-05:00,[],Negative,Video,10353,5.91
36,https://www.youtube.com/watch?v=AKT92gwIoQ4,Why Netflix is dominating the streaming wars,"Mark Mahaney, lead internet analyst at RGC Capital, joins ""Squawk Box"" to discuss the ""streaming wars"" and how every streaming competitor is trying to catch up to Netflix. The conversation also touches on Amazon's expansion into physical stores and what problems it might run into when automating grocery shopping.",CNBC Television,2019-03-03 19:00:00-05:00,[],Neutral,Video,10197,6.54
37,https://www.youtube.com/watch?v=pTNamTZvUn4&t=0s,Here are the top three market surprises of 2019: Netflix,"Paul Hickey of Bespoke Investment Group joins ""Squawk Box"" to discuss what he thinks are the top 3 market surprises of 2019 so far.",CNBC Television,2019-03-03 19:00:00-05:00,[],Negative,Video,10206,6.54
38,https://www.youtube.com/watch?v=HSr0tfI0g1s,"Netflix could be raising prices, Hulu lowering prices",Dan Howley of Yahoo Finance breaks down the strategy behind the Netflix price increase and Hulu's price drop.,Yahoo Finance,2019-02-25 19:00:00-05:00,[],Neutral,Video,9900,5.91
39,https://www.investopedia.com/articles/insights/060716/top-3-netflix-shareholders-nflx.asp,The Top 3 Netflix Shareholders (NFLX),"Discover the top owners of Netflix (NFLX) shares, and learn how it grew into a global streaming network with 100+ million monthly subscribers.",Investopedia,2019-02-24 19:43:11-05:00,[],Positive,Article,87874,6.39
40,https://www.youtube.com/watch?v=2NstRy9AZG4,How Netflix is disrupting the film industry,"Tom Rogers, executive chairman of Winview, joins ""Squawk Box"" to discuss how Netflix and streaming services are disrupting the film industry.",CNBC Television,2019-02-21 19:00:00-05:00,[],Neutral,Video,9678,6.54
41,https://www.youtube.com/watch?v=l_aH5zxd-1w,"Netflix gambles big on Oscar glory with ""Roma""","CNBC's Julia Boorstin reports from the Oscars Red Carpet on Netflix's gamble to win the best picture award for ""Roma.""",CNBC Television,2019-02-21 19:00:00-05:00,[],Neutral,Video,9719,6.54
42,https://www.youtube.com/watch?v=-pdTw5wT0AQ&t=225s,Klein: Winter is coming for Netflix?,"Mark Mahaney, RBC Capital analyst, discusses Apple Inc.'s lowered sales forecast and the implications for tech stocks with Bloomberg's Emily Chang on ""Bloomberg Technology.""",Bloomberg Technology,2019-02-19 19:00:00-05:00,[],Neutral,Video,9540,5.24
43,https://www.youtube.com/watch?v=2sArqTxf0RI,"Netflix spends $25M on promoting film ""Oscar""","Zach Guzman, Seana Smith and Melody Ahm  of Yahoo Finance discuss how content creators like Amazon are changing the movie making industry.",Yahoo Finance,2019-02-18 19:00:00-05:00,[],Neutral,Video,9481,5.91
44,https://www.youtube.com/watch?v=Ta6hJTorPM0&t=219s,No competitor can match Netflix's value: Analyst,"Heath Terry, internet analyst at Goldman Sachs joins CNBC's ""Squawk Alley"" to discuss some of the biggest tech stocks and where he sees them heading.",CNBC Television,2019-02-12 19:00:00-05:00,[],Neutral,Video,9134,6.54
45,https://www.youtube.com/watch?v=f4_pLE-Edzk,William Blair: Netflix to rally 22% by end of year,"The ""Halftime Report"" traders debate William Blair's bullish call on Netflix.",CNBC Television,2019-02-11 19:00:00-05:00,[],Neutral,Video,9044,6.54
46,https://www.youtube.com/watch?v=HSydvaPpYxw,Netflix pays $10 million for Alexandria Ocasia-Cortez film,"Netflix acquired the rights to the award-winning documentary, ""Knock Down the House."" The film was funded by a kick starter campaign and won Festival Favorite at Sundance Film Festival.",Yahoo Finance,2019-02-07 19:00:00-05:00,[],Neutral,Video,8891,5.91
47,https://www.youtube.com/watch?v=uaVqKABMlhw,Netflix numbers top cable subscriptions & Hulu announces new ad feature,More and more people are turning to streaming platforms for their content with companies offering new features to hold on to viewers.,Yahoo Finance,2019-01-31 19:00:00-05:00,[],Neutral,Video,8442,5.91
48,https://www.youtube.com/watch?v=DEWf0zDgGXQ,Is Netflix telling the real market story?,"Stocks lose earnings steam as the euphoria fades. Is Netflix a leading indicator? With CNBC's Melissa Lee and the Fast Money traders, Pete Najarian, Tim Seymour, Steve Grasso and Guy Adami.",CNBC Television,2019-01-22 19:00:00-05:00,[],Neutral,Video,7796,6.54
49,https://www.youtube.com/watch?v=fGp0mcFQGoI,Netflix raises prices to fight the future,"We were all up in arms when Netflix announced prices would be going up (again). But it's facing a future that's more uncertain than ever. Apple, WarnerMedia and Disney all have huge streaming services launching this year.",CNET,2019-01-18 19:00:00-05:00,[],Neutral,Video,7583,5.56
